Number;Draw no.;Genus;Species;Subspecies;Country;Locality;Key locality;OrigLatitude;OrigLongitude;Latitude;Longitude;Habitat;Collector/Leg.;Day;Month;Year;DBL no.;GMB no.;Type;Notes (1);Notes (2);Box no.
6112;10;Segmentorbis;angustus;;South Africa;Natal, Tributary  of Umgeni River, Durban;Durban;29° 51' 0S;31° 1' 0E;-29.85000;31.01670;River;Brown;3;3;1964;;164;;;;
6113;10;Segmentorbis;angustus;;South Africa;Natal, Swamp near Riverview village, Zululand;Riverview;32° 2' 60S;28° 37' 0E;-32.05000;28.61670;Swamp;LeRoux;20;9;1954;;(41);;(=planodiscus) ;;
6114;10;Segmentorbis;angustus;;Zimbabwe;Stream on Enterprise road, Harare;Harare;17° 49' 4S;31° 2' 41E;-17.81780;31.04470;Stream;Brown;14;1;1960;;;;(Clarke);;
6115;10;Segmentorbis;angustus;;Zambia;Creek Dam, Lusaka;Lusaka;15° 25' 0S;28° 16' 60E;-15.41670;28.28330;Dam;Clarke;;;;;;;;;
6116;10;Segmentorbis;angustus;;South Africa;Natal, Mhlatuzame River, Durban ;Durban;29° 51' 0S;31° 1' 0E;-29.85000;31.01670;River;Brown;4;2;1964;;69;;;;
6117;10;Segmentorbis;angustus;;Zambia;Luela River at Nsonga village, Fort Rosebery;Nsonga ;11° 25' 60S;29° 16' 0E;-11.43330;29.26670;River;McCullough;12;12;1958;;;;;;
6118;10;Segmentorbis;angustus;;Zambia;Abercorn in Lake;Abercorn ;8° 49' 60S;31° 22' 60E;-8.83330;31.38330;Lake ;Brown;16;11;1963;;;;;;
6119;10;Segmentorbis;angustus;;Zambia;Citeti Stream, Matanda;Matanda;11° 20' 60S;28° 28' 0E;-11.35000;28.46670;Stream;McCullough;;;1958;;;;;;
6120;10;Segmentorbis;angustus;;DR Congo;Ngaliema Bay, Kinshasa;Ngaliema Bay;4° 19' 8S;15° 15' 27E;-4.31889;15.25750;River;Benneke;10;10;1970;;95;;;;
6121;10;Segmentorbis;angustus;;DR Congo;River Congo near the outflow of Funa River, Kinshasa;Kinshasa;4° 19' 47S;15° 18' 54E;-4.32970;15.31500;River;Benneke;4;10;1970;;90;;;;
6122;10;Segmentorbis;angustus;;DR Congo;Katanga, Kalota near Kasokota;Katanga;9° 0' 0S;26° 0' 60E;-9.00000;26.00000;;Symoens;;11;1961;;8955;;;;
6123;10;Segmentorbis;angustus;;DR Congo;Nagaliema Bay W of OTRACO;Ngaliema Bay;4° 19' 8S;15° 15' 27E;-4.31889;15.25750;River;Benneke;27;9;1970;;87;;;;
6124;10;Segmentorbis;angustus;;Cameroon;Panka River at Lake Mono;Panka River;;;;;River;Ripert;;4;1975;;10;;;;
6125;10;Segmentorbis;angustus;;Chad;Lake Chad at Bol;Bol;13° 30' 0N;14° 40' 60E;13.50000;14.68330;Lake ;Lévéque;;10;1965;;;;Segmentorbis chevalieri on label;;
6126;10;Segmentorbis;angustus;;Chad;Adjilélé;Adjilélé;12° 52' 60N;14° 41' 60E;12.88330;14.70000;;Lévéque;10;4;1965;;;;Segmentorbis chevalieri on label;;
6127;10;Segmentorbis;angustus;;Chad;Lake Chad at Garandofoua Island ;Garandofoua Island ;;;13.30000;15.03333;Lake ;Lévéque;12;2;1965;;;;Segmentorbis chevalieri on label;;
6128;10;Segmentorbis;angustus;;Sudan;Wadi Nyertetei, Darfur;Darfur;13°0'0'' N;25°0'0'' E;13.00000;25.00000;Wadi;Watson;;;1967;;;;Segmentorbis chevalieri on label;;
6129;10;Segmentorbis;angustus;;Chad;Lake Chad at Yakoua;Yakoua;13° 25' 0N;14° 43' 60E;13.41670;14.73330;Lake ;Lévéque;;4;1965;;;;Segmentorbis chevalieri on label;;
6130;10;Segmentorbis;kanisaensis;;Ivory Coast;Himbie near Boune;Himbie ;9° 11' 60N;2° 51' 0W;9.20000;-2.85000;;Sellin;;12;1973;;26;;Segmentorbis chevalieri on label;;
6131;10;Segmentorbis;kanisaensis;;Ghana;Kledeke village, Battor area ;Kledeke;;;;;;McCullough;30;5;1960;;200;;Segmentorbis chevalieri on label;;
6132;10;Segmentorbis;kanisaensis;;Ghana;Chiche kope village (Kuietakope);Chiche kope ;;;;;;McCullough;25;4;1960;;201;;Segmentorbis chevalieri on label;;
6133;10;Segmentorbis;kanisaensis;;Ghana;Volta Lake at Akosombo (50 miles NE of Accra);Akosombo;6° 17' 60N;0° 3' 0E;6.30000;0.05000;Lake ;T Petr;12;2;1965;;P/1g;;;;
6134;10;Segmentorbis;kanisaensis;;Cameroon;Eseka, Tetem Stream ;Eseka;3° 38' 60N;10° 46' 0E;3.65000;10.76670;Stream;Dazo;22;3;1971;;;;;;
6135;10;Segmentorbis;kanisaensis;;Ghana;Aku swamp between Akuse and Amedica;Akuse;6° 5' 60N;0° 7' 60E;6.10000;0.13330;;McCullough;25;1;1960;;182;;;;
6136;10;Segmentorbis;kanisaensis;;Kenya;Lake Victoria, Kisumu ;Kisumu;0° 6' 0S;34° 45' 0E;-0.10000;34.75000;Lake ;Cridland;;6;1951;;;;;;
6137;10;Segmentorbis;kanisaensis;;Ghana;Gold Coast, Bomso Pond, Kumasi area ;Bomso;;;;;Pond;Wright;1;4;1955;;;;;;
6138;10;Segmentorbis;kanisaensis;;Ivory Coast;San Pedro;San Pedro;4° 43' 60N;6° 37' 0W;4.73330;-6.61670;;Sellin;;5;1973;;14;;;;
6139;10;Segmentorbis;kanisaensis;;Ivory Coast;Rice field near Bouaka;Bouaka;7° 40' 0N;6° 5' 60W;7.66670;-6.10000;Rice field;Picot;;3;1975;;;;mis;;
6140;10;Segmentorbis;planodiscus;;South Africa;Natal, Mhlangana River Pumphouse 2 miles from Avoca railstation;Mhlangana River;;;-28.73333;30.35000;;Brown;16;1;1964;;68;;;;
6141;10;Segmentorbis;planodiscus;;DR Congo;Katanga, Mulandi;Mulandi ;10° 58' 0S;27° 7' 0E;-10.96670;27.11670;;Symoens;11;2;1963;;10069a;;;;
6142;10;Segmentorbis;essoensis;;Egypt;Ismailiya;Ismailiya;30° 34' 60N;32° 16' 0E;30.58330;32.26670;;Aboul-Ela;;;1965;;;;;;
6143;10;Segmentorbis;essoensis;;Sudan;The White Nile, between Gebel Aulia and Kosti;Gebel Aulia;15° 14' 17N;32° 29' 18E;15.23806;32.48833;River;Williams;;2;1967;;;;;;
6144;10;Segmentorbis;excavatus;;DR Congo;Katanga, source of the Kisanga River, Elisabethville;Elisabethville;11° 40' 0S;27° 28' 0E;-11.66670;27.46670;River;Symoens;17;2;1966;;12215;;;;
6145;10;Segmentorbis;excavatus;;DR Congo;Kisanga River at Keyberg;Keyberg;;;;;River;Symoens;;3;1964;;10968;;;;
6146;10;Segmentorbis;sp.;;Burkina Faso;Barrage II Tenkodogo;Tenkodogo;11° 46' 48N;0° 22' 11W;11.78000;-0.36970;;Sellin;17;6;1975;;69;;;;
6147;10;Segmentorbis;sp.;;Madagascar;Antsamalahy, Ambanja;Antsamalahy;14° 1' 60S;48° 15' 0E;-14.03330;48.25000;;Brygoo;;;1968;;776;;;;
6148;10;Segmentorbis;sp.;;Madagascar;Marodimaka, Ambanja;Marodimaka;13° 33' 0S;48° 49' 0E;-13.55000;48.81670;;Brygoo;;5;1968;;759;;;;
6149;10;Lentorbis;carringtoni;;Mozambique;Between Manhica and Komati River ;Manhiça ;25° 24' 8S;32° 48' 26E;-25.40220;32.80720;River;;;;;;;;;;
6150;10;Lentorbis;carringtoni;;Mozambique;Between Manhica and Komati River ;Manhiça ;25° 24' 8S;32° 48' 26E;-25.40220;32.80720;River;Brown;27;9;1964;;466;;;;
6151;10;Lentorbis;junodi;;Kenya;Kisumu;Kisumu;0° 6' 0S;34° 45' 0E;-0.10000;34.75000;;Highton;;;1958;;;;(Verdcourt);;
6152;10;Lentorbis;junodi;;DR Congo;Katanga, Lake Lufira at Mulandi S of Mwera River;Mulandi ;10° 58' 0S;27° 7' 0E;-10.96670;27.11670;Lake ;Malaisse;1;4;1970;;;;;;
6153;10;Lentorbis;benguelensis;;DR Congo;Mankusu River tributary  to Lukala River ;Mankusu River;;;;;River;Ripert;;;1972;;71;;;;
6155;10;Lentorbis;junodi;;Sudan;The White Nile, Nimule 3-4';Nimule ;3° 36' 0N;32° 2' 60E;3.60000;32.05000;River;Cridland;;8;1955;;;;;;
6156;10;Lentorbis;junodi;;Zambia;Fort Jameson;Fort Jameson;13° 37' 60S;32° 38' 60E;-13.63330;32.65000;;Clarke;2;10;1958;;;;;;
6157;10;Lentorbis;junodi;;Uganda;Nawanga River between Iganga and Busembatia;Iganga;0° 36' 33N;33° 28' 7E;0.60920;33.46860;River;Cridland;;12;1951;;;;;;
6158;10;Lentorbis;junodi;;DR Congo;Katanga, Lake retenne, Canal at Mulandi Port;Mulandi ;10° 58' 0S;27° 7' 0E;-10.96670;27.11670;Lake ;Ripert;18;8;1970;;7078;;;;
6159;10;Lentorbis;junodi;;Tanzania;Pools on shore of Lake Victoria at Bwiru;Bwiru;2° 28' 0S;32° 52' 60E;-2.46670;32.88330;Lake ;McClelland;7;11;1955;;;;;;
6160;10;Lentorbis;junodi;;Kenya;Dungu at Kisumu;Kisumu;0° 6' 0S;34° 45' 0E;-0.10000;34.75000;;JEJ;4;6;1976;;;;;;
6161;10;Lentorbis;junodi;;Uganda;Lake Albert, Butiaba;Butiaba; 1° 48' 41N ;31° 19' 50E;1.81140;31.33060;Lake ;Cridland;16;8;1950;;;;;;
6162;10;Lentorbis;junodi;;Kenya;Coast, Kinangoni;Kinangoni;3° 52' 0S;39° 13' 60E;-3.86670;39.23330;;JEJ;;5;1976;;;;;;
6163;10;Lentorbis;junodi;;Kenya;Lake Victoria at Kisumu;Kisumu;0° 6' 0S;34° 45' 0E;-0.10000;34.75000;Lake ;JEJ;;6;1976;;;;;;
6164;10;Lentorbis;junodi;;Kenya;Bunyala;Bunyala;0° 6' 0N;33° 58' 0E;0.10000;33.96670;;OR;16;5;1975;;;;;;
6165;10;Lentorbis;junodi;;Zambia;Kabwe;Kabwe;14° 25' 60S;28° 26' 60E;-14.43330;28.45000;;Sturrock;5;5;1978;;z62;;;;
6166;10;Lentorbis;junodi;;Kenya;Dam N of Garashi, coastal area ;Garashi ;3° 7' 0S;39° 52' 60E;-3.11670;39.88330;Dam;JEJ;;9;1976;;;;;;
6167;10;Lentorbis;junodi;;Uganda;Albert Nile, Packwach, 3-4';Packwach;2° 27' 13N;31° 30' 9E;2.45360;31.50250;River;Cridland;;8;1955;;;;;;
6168;10;Lentorbis;junodi;;Uganda;Koli River, Lira swamp Pool;Lira;2° 14' 6N;32° 54' 35E;2.23500;32.90970;River;Bradley;;;1965;;;;;;
6169;10;Lentorbis;junodi;;Kenya;Lake Jipe, Taveta;Taveta;3° 23' 60S;37° 40' 60E;-3.40000;37.68330;Lake ;Highton;;10;1970;;;;;;
6170;10;Lentorbis;junodi;;Kenya;Kisumu;Kisumu;0° 6' 0S;34° 45' 0E;-0.10000;34.75000;;Cridland;;4;1951;;;;;;
6171;10;Lentorbis;junodi;;DR Congo;Katanga, Lake Lufira at Mulandi S of Mwera River 600 m;Mulandi ;10° 58' 0S;27° 7' 0E;-10.96670;27.11670;Lake ;Malaisse;;2;1970;;;;;;
6172;10;Lentorbis;junodi;;Uganda;Malawa River, near Mt. Elgon;Malawa River;;;;;River;Cridland;;10;1955;;;;;;
6173;10;Lentorbis;junodi;;Ethiopia;Lake Zwai;Lake Zwai;8° 0' 0N;38° 50' 0E;8.00000;38.83333;Lake ;GMB/OR;11;11;1970;;;;;;
6174;10;Lentorbis;junodi;;Mozambique;Inhaca Island 25 miles from Lourenco Marques;Inhaca Island;;;-26.02778;32.90444;;Harrison;;;1963;;;;Cridland 147;;
6175;10;Segmentorbis (Acutorbis);kanisaensis;;Uganda;Albert Nile, Liri, 3-4';Liri;3° 23' 2N;31° 41' 3E;3.38390;31.68420;River;Cridland;;8;1955;;;;;;
6176;10;Segmentorbis (Acutorbis);kanisaensis;;Uganda;Albert Nile, Rhino Camp;Rhino Camp;2° 57' 50N;31° 24' 40E;2.96390;31.41110;River;Cridland;;8;1955;;;;;;
6177;10;Segmentorbis (Acutorbis);kanisaensis;;Kenya;Awasi E of Kisumu;Awasi ;0° 10' 0S;35° 4' 0E;-0.16670;35.06670;;JEJ;4;6;1976;;;;;;
6178;10;Segmentorbis (Acutorbis);kanisaensis;;Tanzania;Mwanza, Nyashishi River ;Mwanza;2° 31' 0S;32° 53' 60E;-2.51670;32.90000;River;Cridland;;12;1950;;;;Carinorbis on label;;
6179;10;Segmentorbis (Acutorbis);kanisaensis;;Tanzania;Pools on shore of Lake Victoria at Bwiru, 3 miles N of Mwanza;Bwiru;2° 28' 0S;32° 52' 60E;-2.46670;32.88330;Pool;McClelland;7;11;1955;;;;;;
6180;10;Segmentorbis (Acutorbis);kanisaensis;;Uganda;Teboke W of Lira swamp ;Teboke;1° 49' 0N;32° 17' 60E;1.81670;32.30000;Swamp;Sturrock;12;6;1965;;5;;;;
6181;10;Segmentorbis (Acutorbis);kanisaensis;;Sudan;The White Nile, Nimule 3-4';Nimule ;3° 36' 0N;32° 2' 60E;3.60000;32.05000;River;Cridland;;8;1955;;;;;;
6182;10;Segmentorbis (Acutorbis);kanisaensis;;Tanzania;Mwanza, small River ;Mwanza;2° 31' 0S;32° 53' 60E;-2.51670;32.90000;River;Cridland;;12;1950;;;;;;
6183;10;Segmentorbis (Acutorbis);kanisaensis;;Uganda;Malawa River, near Mt. Elgon;Malawa River;;;;;River;Cridland;;10;1955;;;;;;
6184;10;Segmentorbis (Acutorbis);kanisaensis;;Kenya;Wabukhonyi, Dam Chwele, S of Mt. Elgon;Wabukhonyi;;;0.73333;34.58333;Dam;JEJ;24;1;1979;;;;;;
6185;10;Segmentorbis (Acutorbis);kanisaensis;;Uganda;Iganga Dam;Iganga;0° 36' 33N;33° 28' 7E;0.60920;33.46860;Dam;Cridland;;4;1950;;;;;;
6186;10;Segmentorbis (Acutorbis);kanisaensis;;Uganda;Kibimba River;Kibimba River;0° 5' 16N;31° 32' 17E;0.08778;31.53806;River;Cridland;;;1952;;;;;;
6187;10;Segmentorbis (Acutorbis);kanisaensis;;Kenya;Kisumu area ;Kisumu ;0° 6' 0S;34° 45' 0E;-0.10000;34.75000;;Highton;;;1970;;21;;;;
6188;10;Segmentorbis (Acutorbis);kanisaensis;;Uganda;Albert Nile, Laropi 3-4';Laropi;3° 32' 31N;31° 50' 33E;3.54190;31.84250;River;Cridland;;8;1955;;;;;;
6189;10;Segmentorbis (Acutorbis);kanisaensis;;Uganda;River Sousa mouth N of Butiaba;Butiaba; 1° 48' 41N ;31° 19' 50E;1.81140;31.33060;River;Pitman;;;;;;;(Verdcourt mis);;
6190;10;Segmentorbis (Acutorbis);kanisaensis;;Kenya;6 km SW of Bondo, Kisumu area ;Bondo;0° 14' 19N;34° 16' 10E;0.23860;34.26940;;JEJ;;5;1976;;3;;;;
6191;10;Segmentorbis (Acutorbis);kanisaensis;;Tanzania;Mironga River, Mwanza;Mwanza;2° 31' 0S;32° 53' 60E;-2.51670;32.90000;River;OR;;8;1971;;;;;;
6192;10;Segmentorbis (Acutorbis);kanisaensis;;Tanzania;Nyanza Stream, Bagamoyo;Bagamoyo;5° 7' 0S;39° 4' 60E;-5.11670;39.08330;Stream;Webbe;;5;1959;;;;;;
6193;10;Segmentorbis (Acutorbis);kanisaensis;;Kenya;Stream into Kamagaga swamp, Kano Plains;Kano Plains;;;-0.11667;34.86667;Stream;Kinoti;15;1;1969;;;;;;
6194;10;Segmentorbis (Acutorbis);kanisaensis;;Uganda;Buyende, 50 miles N of Jinja;Buyende;1° 9' 6N;33° 9' 18E;1.15170;33.15500;;Cridland;;2;1954;;;;;;
6195;10;Segmentorbis (Acutorbis);kanisaensis;;Uganda;Masindi Port 3-4';Masindi Port ;1° 41' 9N;32° 4' 59E;1.68580;32.08310;;Cridland;;8;1965;;;;;;
6196;10;Segmentorbis (Acutorbis);kanisaensis;;Tanzania;Pumbidja swamp Kuola, Bagamoyo;Bagamoyo;5° 7' 0S;39° 4' 60E;-5.11670;39.08330;Swamp;Webbe;6;6;1959;;;;;;
6197;10;Segmentorbis (Acutorbis);kanisaensis;;Tanzania;Pemba Island, Ngaani swamp Kilindini, Wingwi Shehia;Kilindini;5° 0' 0S;39° 49' 0E;-5.00000;39.81670;Swamp;Goatley;;9;1962;;41;;;;
6198;10;Segmentorbis (Acutorbis);kanisaensis;;Uganda;Lake Kyoga, Kele;Kele;1° 38' 60N;33° 10' 0E;1.65000;33.16670;Lake ;Cridland;;12;1954;;;;;;
6199;10;Segmentorbis ;kanisaensis;;Nigeria;River Oli (tributary  of the Niger) Wawa District ;River Oli;;;9.76667;4.63333;River;MacMahon;4;12;1961;;;;;;
6200;10;Segmentorbis ;kanisaensis;;Cameroon;Pool in the bed of Mayo Tokombéré;Tokombéré;10° 52' 0N;14° 9' 0E;10.86670;14.15000;Pool;Ripert;16;12;1977;;50;;;;
6201;10;Segmentorbis ;kanisaensis;;Central African Republic;Paoua;Paoua;;;;;;Publ. Health;;;1962;;;;;;
6202;10;Segmentorbis ;kanisaensis;;Cameroon;"River Nyong, ""grave"" at the River ";River Nyong;3° 16' 2N;9° 56' 11E;3.26722;9.93639;River;B Smith;5;2;1950;;;;;;
6203;10;Segmentorbis ;kanisaensis;;Cameroon;Panka River at Lake Mono;Panka River;;;;;River;Ripert;;4;1975;;10;;;;
6204;10;Segmentorbis ;kanisaensis;;Liberia;Tappita;Tappita;6° 29' 32N;8° 51' 37W;6.49220;-8.86030;;Alves;;;1955;;;;;;
6205;10;Segmentorbis ;kanisaensis;;Benin;Dangbo District ;Dangbo;6° 30' 0N;2° 40' 60E;6.50000;2.68330;;Sadeler;;2;1979;;;;;;
6206;10;Segmentorbis ;kanisaensis;;Liberia;Gabi Town, Bong;Bong;6° 48' 6N;10° 21' 10W;6.80170;-10.35280;;Saladin;14;6;1978;;;;;;
6207;10;Segmentorbis ;kanisaensis;;Niger;Swamp at the Niger between Tara and Gaya;Tara;11° 54' 0N;3° 19' 60E;11.90000;3.33330;Swamp;Tager-Kagan;;4;1974;;;;;;
6208;10;Segmentorbis ;kanisaensis;;Gambia;Kumbija Bolon , Basse area ;Kumbija Bolon ;13°18'0'' N;14°9'0'' W;;;Stream;Smithers;1;3;1955;;;;;;
6209;10;Segmentorbis ;kanisaensis;;Cameroon;River Mambande, Edea;Edea;3° 47' 60N;10° 7' 60E;3.80000;10.13330;River;Ripert;;;1978;;98;;;;
6210;10;Segmentorbis ;kanisaensis;;Chad;Lake of Lere;Lere;9° 39' 16N;14° 13' 49E;9.65440;14.23030;Lake ;Lévéque;;2;1970;;;;;;
6211;10;Segmentorbis ;formosa;;Sierra Leone;Boya River, Jiamo;Boya River;;;8.19361;-10.34222;River;;;;;;;Paratype;;;
6212;10;Segmentorbis (Acutorbis);kanisaensis;;DR Congo;Boma;Boma;5° 50' 60S;13° 3' 0E;-5.85000;13.05000;;Wanson;30;12;1948;;;;Carinorbis on label;;
6213;10;Segmentorbis ;kanisaensis;;DR Congo;Congo River 1½ km S of Pointe de Kalina;Kalina;4° 17' 60S;15° 16' 0E;-4.30000;15.26670;River;Benneke;27;9;1970;;87;;;;
6214;10;Segmentorbis ;kanisaensis;;DR Congo;Mimosa Island ;Kinshasa;4° 19' 47S;15° 18' 54E;-4.32970;15.31500;;Benneke;6;3;1974;;134;;;;
6215;10;Segmentorbis ;kanisaensis;;DR Congo;Makai, Gulinga, Lukuga;Makai;;;;;;Dartevelle;;4;1937;;;;;;
6216;10;Segmentorbis ;kanisaensis;;DR Congo;Ngaliema Bay, Kinshasa;Ngaliema Bay;4° 19' 8S;15° 15' 27E;-4.31889;15.25750;River;Benneke;10;10;1970;;95;;;;
6217;10;Segmentorbis ;kanisaensis;;DR Congo;Manzadi, River N'koka;Manzadi;;;;;River;Dartevelle;;5;1937;;;;Carinorbis on label;;
6218;10;Segmentorbis ;kanisaensis;;DR Congo;Kibuti Stream near Kiladi, Lemfu area ;Lemfu ;4° 34' 0S;18° 18' 0E;-4.56670;18.30000;Stream;Ripert;;;1972;;29;;;;
6219;10;Segmentorbis ;kanisaensis;;DR Congo;Katanga, Lake retenne, Canal at Mulandi Port;Mulandi ;10° 58' 0S;27° 7' 0E;-10.96670;27.11670;Lake ;Ripert;18;8;1970;;7078;;;;
6220;10;Segmentorbis ;kanisaensis;;DR Congo;Congo River at the outlet of Funa River, Kinshasa;Kinshasa;4° 19' 47S;15° 18' 54E;-4.32970;15.31500;River;Benneke;4;10;1970;;90;;;;
6221;10;Segmentorbis ;kanisaensis;;DR Congo;Bassin Natatior, Beni;Beni;0° 30' 0N;29° 28' 0E;0.50000;29.46670;;Gillet;28;1;1952;;;;;;
6222;10;Segmentorbis ;kanisaensis;;DR Congo;River Kisuao on road to Kolo;Kolo;;;;;River;Ripert;;;1972;;156;;;;
6243;10;Ceratophallus;blanfordi;;Ethiopia;Lake Ashange;Lake Ashange;;;12.58333;39.50000;Lake ;Brown;;;;;;Paratype;Gyraulus blanfordion label;;
6244;10;Ceratophallus;natalensis;;Ethiopia;Lake Zwai;Lake Zwai;8° 0' 0N;38° 50' 0E;8.00000;38.83333;Lake ;GMB;11;11;1970;;;;;;
6245;10;Ceratophallus;natalensis;;Kenya;Miwani E of Kisumu;Kisumu;0° 6' 0S;34° 45' 0E;-0.10000;34.75000;;Choudry;;9;1972;;;;Anisus natalensison label;;
6246;10;Ceratophallus;natalensis;;Tanzania;Pool near Ukiriguru, Mwanza;Ukiriguru;2° 43' 0S;33° 1' 0E;-2.71670;33.01670;Pool;GMB;2;2;1972;;;;;;
6247;10;Ceratophallus;natalensis;;Uganda;Mirambi Crater Lake, Kichwamba;Mirambi ;;;-0.23333;30.10000;Lake ;Cridland;;2;1954;;;;;;
6248;10;Ceratophallus;natalensis;;South Africa;Umgeni River, near Durban;Durban;29° 51' 0S;31° 1' 0E;-29.85000;31.01670;River;AGC;;;;;;;(Watson ded);;
6249;10;Ceratophallus;natalensis;;Zimbabwe;Manyongo River 10 miles from Harare;Harare;17° 49' 4S;31° 2' 41E;-17.81780;31.04470;River;Cridland;;;1963;;257;;;;
6250;10;Ceratophallus;natalensis;;DR Congo;Katanga, Lake Lufira at Mulandi, S of Mwera River ;Mulandi;10° 58' 0S;27° 7' 0E;-10.96670;27.11670;Lake ;Malaisse;1;4;1970;;;;;;
6251;10;Afrogyros;coretus;;Zambia;Musoka SW of Kabwe;Musoka;11° 41' 60S;31° 52' 60E;-11.70000;31.88330;;Sturrock;2;5;1978;;z26;;;;
6252;10;Afrogyros;coretus;;Ghana;Jamg village, 11 miles from Wa on Wa-Brusie road NW area ;Jamg ;;;;;;McCullough;28;11;1960;;245;;Anisus coretus on label;;
6253;10;Afrogyros;coretus;;Tanzania;Pond at Buiko, Tanga District ;Buiko;4° 39' 0S; 38° 2' 60E ;-4.65000;38.05000;Pond;FF;21;2;1973;;;;;;
6254;10;Afrogyros;coretus;;Uganda;Atira Dam, Lango District ;Atira;1° 34' 36N;33° 30' 56E;1.57670;33.51560;Dam;Bradley;;4;1966;;FF;;Anisus coretus on label;;
6255;10;Afrogyros;coretus;;Chad;Lake Chad, Yoursoula;Yoursoula;13°49'0'' N;14°53'0'' E;13.81667;14.88333;Pond;Lévéque;21;11;1967;;;;;;
6256;10;Afrogyros;coretus;;Ivory Coast;Adzope;Adzope;6° 6' 25N;3° 51' 43W;6.10690;-3.86190;;Binson;;;1956;;;;;;
6257;10;Afrogyros;coretus;;Cameroon;Fish Pond at Tounasco;Tounasco;;;;;Pond;Ripert;;;1978;;114;;;;
6258;10;Afrogyros;coretus;;DR Congo;Boma;Boma;5° 50' 60S;13° 3' 0E;-5.85000;13.05000;;Dartevelle;;6;1937;;;;Anisus coretus on label;;
6259;10;Ceratophallus;concavus;;Uganda;Victoria Nile 2 miles below Owen Falls;Owen Falls;0° 26′ 36″ N;33° 11′ 13″ E;0.44334;33.18694;River;Cridland;;2;1952;;;;Gyraulus concavuson label;;
6260;10;Ceratophallus;apertus;;DR Congo;Lake Albert, Blukwa;Blukwa;1° 45' 0N;30° 36' 0E;1.75000;30.60000;Lake ;Cortois;;;1948;;;;;;
6261;10;Ceratophallus;bicarinatus;;Ethiopia;Lake Awasa;Lake Awasa;7°3'0'' N;38°26'0'' E;;;Lake ;GMB/OR;11;11;1970;;;;Gyraulus bicarinatus on label;;
6262;10;Ceratophallus;pelecystoma;;Kenya;Taveta;Taveta;3° 23' 60S;37° 40' 60E;-3.40000;37.68330;;Brown;;;;;73/62;Paratype;;;
6263;10;Ceratophallus;kigeziensis;;Uganda;;Uganda;2°0'0'' N;33°0'0'' E;;;;Cridland;;;;;361;;Gyraulus kigeziensis on label;;
6264;10;Gyraulus;subtilis;;Uganda;Lake Victoria, Napoleon Gulf;Napoleon Gulf;0° 25' 0N;33° 15' 0E;0.41667;33.25000;Lake ;Cridland;;;1954;;;;;;
6265;10;Gyraulus;kisumiensis;;Uganda;Lake Victoria, northern part;Lake Victoria;1°0'0'' S;33°0'0'' E;;;Lake ;Cridland;;;1954;;;;;;
6266;10;Ceratophallus;kigeziensis;;Uganda;Lake Edward, between Nyamagasani and Congo;Nyamagasani;0° 9' 0S;29° 49' 0E;-0.15000;29.81667;Lake ;Cridland;;2;1954;;;;Gyraulus kigeziensis on label;;
6267;10;Ceratophallus;bicarinatus;;Uganda;Lake Albert, Ndaiga Bay;Ndaiga Bay;1° 1' 0N;30° 34' 60E;1.01670;30.58330;Lake ;Cridland;;;;;284;;;;
6268;10;Gyraulus;costulatus;;Uganda;Lira;Lira;2° 14' 6N;32° 54' 35E;2.23500;32.90970;;Sturrock;14;6;1965;;15;;;;
6269;10;Gyraulus;costulatus;;Kenya;Ruiru;Ruiru;1° 8' 60S;36° 58' 0E;-1.15000;36.96670;;GMB;4;2;1961;;;;;;
6270;10;Gyraulus;costulatus;;Ghana;"Stream ""Apenapon"" Famang village, ML 34 on beach";Famang;6° 58' 0N;1° 55' 60W;6.96670;-1.93330;Stream;McCullough;21;2;1961;;300;;;;
6271;10;Gyraulus;costulatus;;DR Congo;Katanga, Elisabethville, Lake N of Lubembashi;Elisabethville;11° 40' 0S;27° 28' 0E;-11.66670;27.46670;Lake ;Symoens;20;1;1966;;12086;;;;
6272;10;Gyraulus;costulatus;;Ethiopia;50 km W of Ambo;Ambo;;;;;;Brown;20;3;1969;;69/38;;;;
6273;10;Gyraulus;costulatus;;Ivory Coast;Gagnoa;Gagnoa;6° 34' 60N;6° 15' 0W;6.58330;-6.25000;;Binson;;;1956;;;;;;
6274;10;Gyraulus;costulatus;;Chad;Lake Chad AIII on Ceratophyllum;Lake Chad;13°20'0'' N;14°0'0'' E;13.33333;14.00000;Lake ;Lévéque;;2;1966 (69);;;;;;
6275;10;Gyraulus;costulatus;;Togo;Ketao, Boundia, Sokode area ;Ketao;9° 39' 40N;1° 18' 41E;9.66110;1.31140;;Sellin;22;4;1976;;151;;;;
6276;10;Gyraulus;costulatus;;Zambia;Lweba Stream, Matanda;Matanda;11° 20' 60S;28° 28' 0E;-11.35000;28.46670;Stream;McCullough;1;7;1958;;;;;;
6277;10;Gyraulus;ehrenbergi;;Egypt;Sanafir Canal, Barad'a, Qalibiya ;Qaliubiya;31° 6' 50N;31° 34' 15E;31.11390;31.57080;Canal;Gismann;22;1;1955;;;;;;
6280;10;Gyraulus;corniculus;;South Africa;Transvaal, tributary  of Blyde River, Pilgrims Rest;Pilgrims Rest;24° 52' 60S;30° 45' 0E;-24.88330;30.75000;River;Brown;22;9;1963;;16;;;;
